Clave pintura,Date,Frequency_usage,Liters_Used,Material_Names,Frequency_area,Painted_Area_m2,Yield_m2_per_L,Seleccion,FYEILD,Litros
0486-DORIAN GRAY LOW GLOSS,2023-01-24 00:00:00,5,867.75,U0486_AKZO,4,5394.868381,6.217076786,1,6.217076786,867.75
0486-DORIAN GRAY LOW GLOSS,2023-01-25 00:00:00,1,114.25,U0486_AKZO,,,,1,41.00277775,114.25
0486-DORIAN GRAY LOW GLOSS,2023-02-10 00:00:00,7,985.5,U0486_AKZO,6,7482.842328,7.592939958,1,7.592939958,985.5
0486-DORIAN GRAY LOW GLOSS,2023-02-19 00:00:00,1,149,U0486_AKZO,9,9349.116,62.74574497,1,62.74574497,149
0486-DORIAN GRAY LOW GLOSS,2023-02-20 00:00:00,8,1141.5,U0486_AKZO,5,6519.347938,5.711211509,1,5.711211509,1141.5
0486-DORIAN GRAY LOW GLOSS,2023-03-02 00:00:00,6,896.25,U0486_AKZO,6,6542.344,7.299686471,1,7.299686471,896.25
0486-DORIAN GRAY LOW GLOSS,2023-03-05 00:00:00,4,408.5,U0486_AKZO,3,4488.164444,10.98693866,1,10.98693866,408.5
0486-DORIAN GRAY LOW GLOSS,2023-03-15 00:00:00,2,268.5,U0486_AKZO,2,2518.061,9.378253259,1,9.378253259,268.5
0486-DORIAN GRAY LOW GLOSS,2023-03-23 00:00:00,,,,1,1473.05047,,1,6.652727264,923.88075
0486-DORIAN GRAY LOW GLOSS,2023-03-24 00:00:00,2,129,U0486_AKZO,,,,1,0,129
0486-DORIAN GRAY LOW GLOSS,2023-04-30 00:00:00,3,497.75,U0486_AKZO,,,,1,0,497.75
0486-DORIAN GRAY LOW GLOSS,2023-05-01 00:00:00,5,561.255,U0486_AKZO,1,1501.974878,2.676100664,1,2.676100664,561.255
0486-DORIAN GRAY LOW GLOSS,2023-10-05 00:00:00,5,946.25,U0486_AKZO,3,4022.540548,4.251033605,1,4.251033605,946.25
0486-DORIAN GRAY LOW GLOSS,2023-10-06 00:00:00,4,597,U0486_AKZO,3,4427.699,7.41658124,1,7.41658124,597
0486-DORIAN GRAY LOW GLOSS,2023-10-11 00:00:00,8,1431.337,U0486_AKZO,9,13458.85844,9.402997641,1,9.402997641,1431.337
0486-DORIAN GRAY LOW GLOSS,2023-10-13 00:00:00,4,757,U0486_AKZO,10,16910.17162,22.33840372,1,22.33840372,757
0486-DORIAN GRAY LOW GLOSS,2023-10-14 00:00:00,4,757,U0486_AKZO,6,9251.321852,12.22103283,1,12.22103283,757
0486-DORIAN GRAY LOW GLOSS,2023-10-21 00:00:00,16,2838.75,U0486_AKZO,22,29383.7691,10.35095345,1,10.35095345,2838.75
0486-DORIAN GRAY LOW GLOSS,2023-10-22 00:00:00,4,562,U0486_AKZO,2,2706.378398,4.815619925,1,4.815619925,562
0486-DORIAN GRAY LOW GLOSS,2023-11-01 00:00:00,6,952,U0486_AKZO,10,12366.20356,12.98970962,1,12.98970962,952
0486-DORIAN GRAY LOW GLOSS,2023-11-02 00:00:00,1,129.25,U0486_AKZO,,,,1,82.68691368,129.25
0486-DORIAN GRAY LOW GLOSS,2023-11-08 00:00:00,4,617.75,U0486_AKZO,5,5483.542,8.87663618,1,8.87663618,617.75
0486-DORIAN GRAY LOW GLOSS,2023-11-10 00:00:00,5,637,U0486_AKZO,6,8955.518422,14.05889862,1,14.05889862,637
0486-DORIAN GRAY LOW GLOSS,2023-11-11 00:00:00,14,2462.5,U0486_AKZO,11,16787.64926,6.817319496,1,6.817319496,2462.5
0486-DORIAN GRAY LOW GLOSS,2023-11-13 00:00:00,6,906.25,U0486_AKZO,8,10126.66039,11.17424594,1,11.17424594,906.25
0486-DORIAN GRAY LOW GLOSS,2023-11-14 00:00:00,5,718.5,U0486_AKZO,2,3106.934422,4.324195437,1,4.324195437,718.5
0486-DORIAN GRAY LOW GLOSS,2023-11-16 00:00:00,4,717,U0486_AKZO,8,10522.3,14.67545328,1,14.67545328,717
0486-DORIAN GRAY LOW GLOSS,2023-11-20 00:00:00,1,139.25,U0486_AKZO,2,3154.674,22.65475045,1,22.65475045,139.25
0486-DORIAN GRAY LOW GLOSS,2023-11-21 00:00:00,11,1334.75,U0486_AKZO,7,11510.50004,8.623712336,1,8.623712336,1334.75
0486-DORIAN GRAY LOW GLOSS,2023-11-26 00:00:00,6,985.5,U0486_AKZO,11,12273.81616,12.45440503,1,12.45440503,985.5
0486-DORIAN GRAY LOW GLOSS,2023-11-30 00:00:00,9,1286.25,U0486_AKZO,12,14944.19298,11.6184202,1,11.6184202,1286.25
0486-DORIAN GRAY LOW GLOSS,2023-12-06 00:00:00,9,1364,U0486_AKZO,20,21775.326,15.96431525,1,15.96431525,1364
0486-DORIAN GRAY LOW GLOSS,2023-12-20 00:00:00,10,1584,U0486_AKZO,26,35194.53854,22.21877433,1,22.21877433,1584
0486-DORIAN GRAY LOW GLOSS,2023-12-23 00:00:00,8,1513.243,U0486_AKZO,40,40440.7689,26.72457028,1,26.72457028,1513.243
0486-DORIAN GRAY LOW GLOSS,2023-12-24 00:00:00,1,80,U0486_AKZO,,,,1,478.785041,80
0486-DORIAN GRAY LOW GLOSS,2023-12-27 00:00:00,5,876.25,U0486_AKZO,22,22311.568,25.46255977,1,25.46255977,876.25
0486-DORIAN GRAY LOW GLOSS,2023-12-30 00:00:00,8,1155.5,U0486_AKZO,24,29598.58759,25.61539385,1,25.61539385,1155.5
0486-DORIAN GRAY LOW GLOSS,2024-01-01 00:00:00,6,975.5,U0486_AKZO,9,9291.881,9.525249616,1,9.525249616,975.5
0486-DORIAN GRAY LOW GLOSS,2024-01-05 00:00:00,12,1719.912,U0486_AKZO,12,14108.91981,8.203280056,1,8.203280056,1719.912
0486-DORIAN GRAY LOW GLOSS,2024-01-12 00:00:00,,,,1,1049.286,,1,11.76579627,706.5384286
0486-DORIAN GRAY LOW GLOSS,2024-01-13 00:00:00,13,2330.25,U0486_AKZO,7,9554.630921,4.100260024,1,4.100260024,2330.25
0486-DORIAN GRAY LOW GLOSS,2024-01-16 00:00:00,2,319.25,U0486_AKZO,3,3561.998,11.15739389,1,11.15739389,319.25
0486-DORIAN GRAY LOW GLOSS,2024-01-21 00:00:00,8,1194.75,U0486_AKZO,15,15610.1882,13.0656524,1,13.0656524,1194.75
0486-DORIAN GRAY LOW GLOSS,2024-01-27 00:00:00,3,508.5,U0486_AKZO,3,3389.25205,6.665195772,1,6.665195772,508.5
0486-DORIAN GRAY LOW GLOSS,2024-01-28 00:00:00,1,109.25,U0486_AKZO,,,,1,24.35770629,109.25
0486-DORIAN GRAY LOW GLOSS,2024-02-05 00:00:00,2,289.038,U0486_AKZO,4,4881.15738,16.88759741,1,16.88759741,289.038
0486-DORIAN GRAY LOW GLOSS,2024-02-06 00:00:00,3,419.25,U0486_AKZO,3,3664.37188,8.740302636,1,8.740302636,419.25
0486-DORIAN GRAY LOW GLOSS,2024-02-11 00:00:00,,,,1,1023.096,,1,3.532190525,703.5892857
0486-DORIAN GRAY LOW GLOSS,2024-02-12 00:00:00,6,966.25,U0486_AKZO,10,13097.11036,13.55457735,1,13.55457735,966.25
0486-DORIAN GRAY LOW GLOSS,2024-03-09 00:00:00,9,1324.75,U0486_AKZO,18,23338.47046,17.61726398,1,17.61726398,1324.75
0486-DORIAN GRAY LOW GLOSS,2024-03-23 00:00:00,,,,4,4945.984,,1,20.76570734,608.0423077
0486-DORIAN GRAY LOW GLOSS,2024-03-24 00:00:00,6,1006.25,U0486_AKZO,3,3643.132,3.620503851,1,3.620503851,1006.25
0486-DORIAN GRAY LOW GLOSS,2024-03-30 00:00:00,1,189.25,U0486_AKZO,,,,1,15.62986339,189.25
0486-DORIAN GRAY LOW GLOSS,2024-07-22 00:00:00,2,99.25,U0486_AKZO,2,2064.258,20.79856927,1,20.79856927,99.25
0486-DORIAN GRAY LOW GLOSS,2024-07-31 00:00:00,4,687,U0486_AKZO,12,12265.39723,17.8535622,1,17.8535622,687
0486-DORIAN GRAY LOW GLOSS,2024-08-01 00:00:00,3,448.5,U0486_AKZO,2,2421.8288,5.399841249,1,5.399841249,448.5
0486-DORIAN GRAY LOW GLOSS,2024-08-02 00:00:00,4,617,U0486_AKZO,12,12674.79,20.5426094,1,20.5426094,617
0486-DORIAN GRAY LOW GLOSS,2024-08-05 00:00:00,4,657,U0486_AKZO,8,8972.82399,13.65726635,1,13.65726635,657
0486-DORIAN GRAY LOW GLOSS,2024-08-06 00:00:00,3,478.5,U0486_AKZO,2,2093.53746,4.375208903,1,4.375208903,478.5
0486-DORIAN GRAY LOW GLOSS,2024-08-10 00:00:00,4,757,U0486_AKZO,4,4755.82,6.282457067,1,6.282457067,757
0486-DORIAN GRAY LOW GLOSS,2024-08-12 00:00:00,,,,5,4962.6,,1,1.114827618,642.9142857
0486-DORIAN GRAY LOW GLOSS,2024-08-13 00:00:00,6,1005.5,U0486_AKZO,12,13234.908,13.16251417,1,13.16251417,1005.5
0486-DORIAN GRAY LOW GLOSS,2024-08-17 00:00:00,6,916.25,U0486_AKZO,10,9883.5523,10.78696022,1,10.78696022,916.25
0486-DORIAN GRAY LOW GLOSS,2024-08-23 00:00:00,5,697.75,U0486_AKZO,3,2923.91601,4.190492311,1,4.190492311,697.75
0486-DORIAN GRAY LOW GLOSS,2024-08-27 00:00:00,3,345.3,U0486_AKZO,1,1045.418,3.027564437,1,3.027564437,345.3
0486-DORIAN GRAY LOW GLOSS,2024-08-28 00:00:00,,,,4,4272.53,,1,1.228473776,581.0813333
0486-DORIAN GRAY LOW GLOSS,2024-08-29 00:00:00,,,,2,2450.25794,,1,0,612.6075
0486-DORIAN GRAY LOW GLOSS,2024-08-30 00:00:00,1,80,U0486_AKZO,10,10759.382,134.492275,1,134.492275,80
0486-DORIAN GRAY LOW GLOSS,2024-08-31 00:00:00,8,1344,U0486_AKZO,12,12504.699,9.304091518,1,9.304091518,1344
0486-DORIAN GRAY LOW GLOSS,2024-09-01 00:00:00,2,229.25,U0486_AKZO,,,,1,45.2420328,229.25
0486-DORIAN GRAY LOW GLOSS,2024-09-06 00:00:00,2,249.25,U0486_AKZO,3,3603.877,14.45888465,1,14.45888465,249.25
0486-DORIAN GRAY LOW GLOSS,2024-09-09 00:00:00,4,477,U0486_AKZO,4,4534.028,9.50529979,1,9.50529979,477
0486-DORIAN GRAY LOW GLOSS,2024-09-12 00:00:00,5,598.5,U0486_AKZO,6,6516.95815,10.88881896,1,10.88881896,598.5
0486-DORIAN GRAY LOW GLOSS,2024-10-03 00:00:00,4,597.75,U0486_AKZO,2,2053.468,3.435329151,1,3.435329151,597.75
0486-DORIAN GRAY LOW GLOSS,2024-10-05 00:00:00,5,816.25,U0486_AKZO,5,7087.647609,8.68318237,1,8.68318237,816.25
0486-DORIAN GRAY LOW GLOSS,2024-10-07 00:00:00,9,1365.5,U0486_AKZO,7,10805.83371,7.913462989,1,7.913462989,1365.5
0486-DORIAN GRAY LOW GLOSS,2024-10-08 00:00:00,2,278.5,U0486_AKZO,1,1542.63155,5.539071993,1,5.539071993,278.5
0486-DORIAN GRAY LOW GLOSS,2024-10-11 00:00:00,3,299.22,U0486_AKZO,2,1965.24902,6.567906624,1,6.567906624,299.22
0486-DORIAN GRAY LOW GLOSS,2024-11-14 00:00:00,2,378.5,U0486_AKZO,9,10927.97019,28.87178385,1,28.87178385,378.5
0486-DORIAN GRAY LOW GLOSS,2024-11-15 00:00:00,4,677.75,U0486_AKZO,1,1124.804,1.659614902,1,1.659614902,677.75
0486-DORIAN GRAY LOW GLOSS,2024-11-24 00:00:00,5,687,U0486_AKZO,3,3668.031673,5.339201853,1,5.339201853,687
0486-DORIAN GRAY LOW GLOSS,2024-12-07 00:00:00,4,637.75,U0486_AKZO,6,6968.794302,10.92715688,1,10.92715688,637.75
0486-DORIAN GRAY LOW GLOSS,2024-12-12 00:00:00,7,1085.5,U0486_AKZO,17,19129.19068,17.62246954,1,17.62246954,1085.5
0486-DORIAN GRAY LOW GLOSS,2024-12-13 00:00:00,1,50,U0486_AKZO,,,,1,364.9613441,50
0486-DORIAN GRAY LOW GLOSS,2024-12-15 00:00:00,3,567.75,U0486_AKZO,14,15545.50571,27.38089953,1,27.38089953,567.75
0486-DORIAN GRAY LOW GLOSS,2024-12-16 00:00:00,8,1384.75,U0486_AKZO,15,16089.46447,11.61903916,1,11.61903916,1384.75
0486-DORIAN GRAY LOW GLOSS,2024-12-22 00:00:00,10,1892.5,U0486_AKZO,12,16978.35114,8.971387658,1,8.971387658,1892.5
0486-DORIAN GRAY LOW GLOSS,2024-12-23 00:00:00,2,378.5,U0486_AKZO,9,10126.47976,26.75423979,1,26.75423979,378.5
0486-DORIAN GRAY LOW GLOSS,2024-12-24 00:00:00,6,1045.5,U0486_AKZO,14,16784.0967,16.05365538,1,16.05365538,1045.5
0541-NEGRO BOILER,2021-03-28 00:00:00,1,119.25,U0541_AKZO,1,950.313,7.969081761,1,7.969081761,119.25
0541-NEGRO BOILER,2021-07-29 00:00:00,2,119.25,U0541_AKZO,1,1455.066,12.20181132,1,12.20181132,119.25
0541-NEGRO BOILER,2021-11-18 00:00:00,2,219.25,U0541_AKZO,4,4931.49,22.49254276,1,22.49254276,219.25
0541-NEGRO BOILER,2022-09-02 00:00:00,1,181.68,U0541_AKZO,4,3672.10878,20.21195938,1,20.21195938,181.68
0541-NEGRO BOILER,2023-01-09 00:00:00,1,61,U0541_AKZO,,,,1,39.98654521,61
0541-NEGRO BOILER,2023-06-15 00:00:00,1,89.25,U0541_AKZO,2,980.049,10.98094118,1,10.98094118,89.25
0541-NEGRO BOILER,2023-06-17 00:00:00,1,77,U0541_AKZO,1,870.498,11.30516883,1,11.30516883,77
0541-NEGRO BOILER,2023-10-08 00:00:00,1,100,U0541_AKZO,,,,1,2.600188831,100
0541-NEGRO BOILER,2023-12-30 00:00:00,4,208.091,U0541_AKZO,7,5945.393,28.57112033,1,28.57112033,208.091
1013-DYNAPRIME 2821,2020-06-03 00:00:00,1,29.25,U1013_VALS,3,2060.755,70.45316239,1,70.45316239,29.25
1013-DYNAPRIME 2821,2022-04-27 00:00:00,3,263.25,U1013_VALS,,,,1,62.62503324,263.25
1013-DYNAPRIME 2821,2022-04-28 00:00:00,1,49.25,U1013_VALS,,,,1,0,49.25
1013-DYNAPRIME 2821,2022-05-04 00:00:00,3,578.5,U1013_VALS,4,5829.069,10.07617805,1,10.07617805,578.5
1013-DYNAPRIME 2821,2022-05-05 00:00:00,4,597.5,U1013_VALS,13,16320.69383,27.31496875,1,27.31496875,597.5
1013-DYNAPRIME 2821,2022-05-12 00:00:00,2,400,U1013_VALS,5,6924.481,17.3112025,1,17.3112025,400
1013-DYNAPRIME 2821,2022-05-13 00:00:00,6,940,U1013_VALS,9,12983.63338,13.81237594,1,13.81237594,940
1013-DYNAPRIME 2821,2022-05-18 00:00:00,4,655,U1013_VALS,13,16748.6172,25.57040794,1,25.57040794,655
1013-DYNAPRIME 2821,2022-05-19 00:00:00,9,1079.25,U1013_VALS,26,29353.38059,27.19794356,1,27.19794356,1079.25
1013-DYNAPRIME 2821,2022-05-20 00:00:00,2,200,U1013_VALS,,,,1,119.5689594,200
1013-DYNAPRIME 2821,2022-05-27 00:00:00,5,640,U1013_VALS,16,14920.85,23.31382813,1,23.31382813,640
1013-DYNAPRIME 2821,2022-05-28 00:00:00,2,360,U1013_VALS,7,6252.55146,17.3681985,1,17.3681985,360
1013-DYNAPRIME 2821,2022-05-31 00:00:00,3,600,U1013_VALS,22,30355.633,50.59272167,1,50.59272167,600
1013-DYNAPRIME 2821,2022-06-01 00:00:00,2,240,U1013_VALS,9,10851.81439,45.21589329,1,45.21589329,240
1013-DYNAPRIME 2821,2022-06-05 00:00:00,7,880,U1013_VALS,26,34216.76926,38.88269234,1,38.88269234,880
1013-DYNAPRIME 2821,2022-06-15 00:00:00,2,400,U1013_VALS,15,13722.902,34.307255,1,34.307255,400
1013-DYNAPRIME 2821,2022-06-16 00:00:00,8,1160,U1013_VALS,22,21353.42406,18.40812419,1,18.40812419,1160
1013-DYNAPRIME 2821,2022-06-18 00:00:00,1,200,U1013_VALS,5,4542.74456,22.7137228,1,22.7137228,200
1013-DYNAPRIME 2821,2022-06-19 00:00:00,11,1330,U1013_VALS,14,15238.1536,11.45725835,1,11.45725835,1330
1013-DYNAPRIME 2821,2022-06-22 00:00:00,2,275,U1013_VALS,14,13095.45383,47.61983211,1,47.61983211,275
1013-DYNAPRIME 2821,2022-06-23 00:00:00,5,615,U1013_VALS,8,7047.23097,11.45891215,1,11.45891215,615
1013-DYNAPRIME 2821,2022-06-27 00:00:00,3,444.25,U1013_VALS,15,15572.90542,35.05437348,1,35.05437348,444.25
1013-DYNAPRIME 2821,2022-06-28 00:00:00,3,375,U1013_VALS,10,9767.8815,26.047684,1,26.047684,375
1013-DYNAPRIME 2821,2022-06-29 00:00:00,3,325.25,U1013_VALS,6,8057.057,24.77188932,1,24.77188932,325.25
1013-DYNAPRIME 2821,2022-06-30 00:00:00,4,440,U1013_VALS,13,13771.79684,31.29953828,1,31.29953828,440
1013-DYNAPRIME 2821,2022-07-05 00:00:00,4,540.25,U1013_VALS,19,21233.95711,39.30394652,1,39.30394652,540.25
1013-DYNAPRIME 2821,2022-07-07 00:00:00,2,275,U1013_VALS,4,3865.848,14.05762909,1,14.05762909,275
1013-DYNAPRIME 2821,2022-07-08 00:00:00,1,115,U1013_VALS,,,,1,19.55844047,115
1013-DYNAPRIME 2821,2022-07-10 00:00:00,4,567.75,U1013_VALS,7,6144.61689,10.82275102,1,10.82275102,567.75
1013-DYNAPRIME 2821,2022-07-11 00:00:00,2,268.5,U1013_VALS,6,5835.419,21.7334041,1,21.7334041,268.5
1013-DYNAPRIME 2821,2022-07-12 00:00:00,1,120,U1013_VALS,8,8768.58134,73.07151117,1,73.07151117,120
1013-DYNAPRIME 2821,2022-07-13 00:00:00,9,914.75,U1013_VALS,15,13801.942,15.08821208,1,15.08821208,914.75
1013-DYNAPRIME 2821,2022-07-14 00:00:00,6,797.75,U1013_VALS,,,,1,2.212874727,797.75
1013-DYNAPRIME 2821,2022-07-15 00:00:00,2,313.5,U1013_VALS,6,8215.61013,26.20609292,1,26.20609292,313.5
1013-DYNAPRIME 2821,2022-07-17 00:00:00,2,254.25,U1013_VALS,12,11445.25968,45.01577062,1,45.01577062,254.25
1013-DYNAPRIME 2821,2022-07-18 00:00:00,6,966.25,U1013_VALS,7,6701.828,6.935915136,1,6.935915136,966.25
1013-DYNAPRIME 2821,2022-07-19 00:00:00,4,532.75,U1013_VALS,9,9788.59168,18.37370564,1,18.37370564,532.75
1013-DYNAPRIME 2821,2022-07-20 00:00:00,1,189.25,U1013_VALS,,,,1,33.34936797,189.25
1013-DYNAPRIME 2821,2022-07-21 00:00:00,4,503.5,U1013_VALS,13,18199.09845,36.14518063,1,36.14518063,503.5
1013-DYNAPRIME 2821,2022-07-22 00:00:00,3,432.5,U1013_VALS,4,4290.365,9.919919075,1,9.919919075,432.5
1013-DYNAPRIME 2821,2022-07-23 00:00:00,5,645,U1013_VALS,8,7791.975,12.0805814,1,12.0805814,645
1013-DYNAPRIME 2821,2022-07-24 00:00:00,5,608.25,U1013_VALS,3,2751.632,4.52385039,1,4.52385039,608.25
1013-DYNAPRIME 2821,2022-07-25 00:00:00,4,460.5,U1013_VALS,2,1927.338,4.185315961,1,4.185315961,460.5
1013-DYNAPRIME 2821,2022-07-26 00:00:00,5,695,U1013_VALS,15,17230.199,24.79165324,1,24.79165324,695
1013-DYNAPRIME 2821,2022-07-28 00:00:00,1,105,U1013_VALS,,,,1,139.3054801,105
1013-DYNAPRIME 2821,2022-07-29 00:00:00,2,279.25,U1013_VALS,5,6797.15958,24.34076842,1,24.34076842,279.25
1013-DYNAPRIME 2821,2022-07-31 00:00:00,6,738.5,U1013_VALS,10,11788.26594,15.96244542,1,15.96244542,738.5
1013-DYNAPRIME 2821,2022-08-04 00:00:00,2,340,U1013_VALS,,,,1,18.708925,340
1013-DYNAPRIME 2821,2022-08-05 00:00:00,6,710,U1013_VALS,,,,1,0,710
1013-DYNAPRIME 2821,2022-08-06 00:00:00,6,740,U1013_VALS,,,,1,0,740
1013-DYNAPRIME 2821,2022-08-08 00:00:00,2,260,U1013_VALS,,,,1,0,260
1013-DYNAPRIME 2821,2022-08-09 00:00:00,7,1130,U1013_VALS,,,,1,0,1130
1013-DYNAPRIME 2821,2022-08-10 00:00:00,2,250,U1013_VALS,,,,1,0,250
1013-DYNAPRIME 2821,2022-08-13 00:00:00,,,,5,5658.927,,1,0,479.375
1013-DYNAPRIME 2821,2022-08-14 00:00:00,8,1055,U1013_VALS,11,13915.519,13.1900654,1,13.1900654,1055
1013-DYNAPRIME 2821,2022-08-17 00:00:00,4,435,U1013_VALS,,,,1,18.79963345,435
1013-DYNAPRIME 2821,2022-08-19 00:00:00,4,630,U1013_VALS,,,,1,0,630
1013-DYNAPRIME 2821,2022-08-21 00:00:00,8,1280,U1013_VALS,,,,1,0,1280
1013-DYNAPRIME 2821,2022-08-24 00:00:00,1,200,U1013_VALS,3,4557.485,22.787425,1,22.787425,200
1013-DYNAPRIME 2821,2022-08-25 00:00:00,6,875,U1013_VALS,2,3149.61816,3.599563611,1,3.599563611,875
1013-DYNAPRIME 2821,2022-08-28 00:00:00,5,700,U1013_VALS,10,9345.01458,13.35002083,1,13.35002083,700
1013-DYNAPRIME 2821,2022-09-01 00:00:00,2,400,U1013_VALS,10,9552.18646,23.88046615,1,23.88046615,400
1013-DYNAPRIME 2821,2022-09-06 00:00:00,3,280,U1013_VALS,8,9479.1777,33.85420607,1,33.85420607,280
